DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACION
LORETO,REQUENA,EMILIO SAN MARTIN,NUEVO SAN ANTONIO,-5.671662,-74.27765,2,2
MADRE DE DIOS,TAMBOPATA,INAMBARI,PUERTO MAZUKO,-13.090528,-70.39145,50,177
MADRE DE DIOS,MANU,HUEPETUHE,BAMBERME,-13.012593,-70.659838,36,106
MADRE DE DIOS,MANU,MADRE DE DIOS,SETAPO,-12.968502,-70.647218,17,64
MADRE DE DIOS,MANU,HUEPETUHE,SETAPO,-13.022499,-70.66757,11,22
MADRE DE DIOS,MANU,HUEPETUHE,ARCO IRIS,-12.939392,-70.603532,5,13
MOQUEGUA,MARISCAL NIETO,TORATA,YACANGO,-17.093655,-70.865401,288,783
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,COALAQUE,-16.649001,-71.021666,122,364
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,LLOQUE,-16.323852,-70.738557,112,299
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,SANTA CRUZ DE OYO OYO (SANTA CRUZ),-16.154283,-70.578703,77,251
MOQUEGUA,MARISCAL NIETO,CARUMAS,SOMOA,-16.826877,-70.683602,101,205
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,MATALAQUE,-16.481234,-70.826598,81,186
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,TASSA,-16.181502,-70.698279,67,152
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SACOHAYA,-16.403802,-70.874521,59,148
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,MAYCUNACA,-16.145988,-70.602117,56,142
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,CANDAHUA,-16.535292,-70.808997,51,90
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,YOJO,-16.766687,-70.722503,49,84
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,EL ESTANQUE,-16.642875,-71.036878,32,81
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,SOQUESANE,-16.787234,-70.667805,36,73
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,PACHAMAYO,-16.170838,-70.68658,24,65
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,TAHUACA (SAN MIGUEL NUEVO),-16.416167,-70.833293,36,62
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,BELLAVISTA,-16.645737,-71.036722,24,57
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SAN CRISTOBAL DE TORATA,-16.350992,-70.74353,24,57
MOQUEGUA,MARISCAL NIETO,TORATA,LA PASCANA,-17.083195,-70.851823,19,54
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,OASIS,-17.221979,-70.936121,25,50
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,QUEBAYA,-16.749412,-70.678552,26,38
MOQUEGUA,MARISCAL NIETO,SAMEGUA,PULPITO,-17.156327,-70.864967,14,37
MOQUEGUA,MARISCAL NIETO,TORATA,CRUZ PATA,-17.090675,-70.850327,20,35
MOQUEGUA,MARISCAL NIETO,TORATA,ALEGOMA,-17.08677,-70.876587,16,35
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,HUARINA,-16.444942,-70.81691,19,35
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,HUATALAQUE,-16.751332,-70.718358,20,30
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,TAMAÑA,-16.646173,-70.985907,14,30
MOQUEGUA,MARISCAL NIETO,SAMEGUA,BUENA VISTA,-17.153221,-70.860652,14,29
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ALTO LA VILLA,-17.181123,-70.927184,10,17
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,LA BANDA,-16.647977,-70.98783,8,16
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,CONDEZA ALTA,-17.217489,-70.962353,13,15
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MONTALVO,-17.212077,-70.96557,5,14
MOQUEGUA,MARISCAL NIETO,SAMEGUA,PAMPA COLORADA,-17.157738,-70.8564,6,11
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SANCAYA,-16.407381,-70.871661,6,10
MOQUEGUA,MARISCAL NIETO,SAMEGUA,QUEBRADA MAMA ROSA,-17.154221,-70.859409,3,9
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,SANTA CRUZ,-16.641313,-71.048488,6,9
MOQUEGUA,MARISCAL NIETO,SAMEGUA,ESCAPALAQUE,-17.1741,-70.89677,3,5
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,VIRGEN DEL CARMEN,-17.219217,-70.953549,2,4
MOQUEGUA,MARISCAL NIETO,SAMEGUA,SANCARA,-17.169983,-70.887604,2,3
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,CIBAYA,-16.242755,-70.75018,3,3
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,LOS LAURELES,-17.217132,-70.933582,2,2
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,EDEN,-17.219129,-70.928292,1,2
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,ICHUPAMPA,-16.15538,-70.572832,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,PORTILLO PUNCO,-16.328705,-70.732138,1,1
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,VILLA CANDAHUA,-16.538407,-70.808628,1,1
MOQUEGUA,MARISCAL NIETO,SAMEGUA,TUCUMAN,-17.171652,-70.894071,0,0
MOQUEGUA,MARISCAL NIETO,SAMEGUA,BELEN DE SAMEGUA,-17.184157,-70.919704,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,HUMALIKE,-16.324417,-70.7311,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,ESPERANZA,-16.448032,-70.815758,0,0
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,SAN MIGUEL VIEJO,-16.414197,-70.83531,0,0
PASCO,PASCO,HUARIACA,HUARIACA,-10.439098,-76.19156,1484,6175
PASCO,PASCO,PAUCARTAMBO,PAUCARTAMBO,-10.774451,-75.813279,1358,5144
PASCO,PASCO,NINACACA,NINACACA,-10.855532,-76.113142,666,2400
PASCO,DANIEL ALCIDES CARRION,TAPUC,TAPUC,-10.454631,-76.46249,508,1644
PASCO,PASCO,TICLACAYAN,TICLACAYAN,-10.535045,-76.164246,368,1212
PASCO,PASCO,PAUCARTAMBO,AUQUIMARCA,-10.749311,-75.709818,258,941
PASCO,PASCO,PAUCARTAMBO,HUALLAMAYO,-10.764303,-75.716052,230,776
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,CHANGO,-10.415116,-76.411389,347,766
PASCO,PASCO,YANACANCHA,LA QUINUA,-10.615642,-76.181193,191,730
PASCO,PASCO,PAUCARTAMBO,BELLAVISTA,-10.80961,-75.872323,169,603
PASCO,PASCO,TICLACAYAN,PUCURHUAY,-10.509087,-76.129252,110,333
PASCO,OXAPAMPA,VILLA RICA,PUENTE PAUCARTAMBO (2B),-10.837838,-75.290257,103,326
PASCO,OXAPAMPA,VILLA RICA,PUENTE PAUCARTAMBO (2A),-10.838302,-75.289432,97,284
PASCO,PASCO,HUACHON,CHIPA,-10.647632,-75.94004,92,268
PASCO,OXAPAMPA,CHONTABAMBA,LA FLORIDA,-10.600128,-75.414435,80,224
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,SAN MIGUEL DE CUCHIS,-10.519122,-76.420032,109,213
PASCO,PASCO,HUACHON,SANTA ISABEL,-10.719018,-75.643642,64,198
PASCO,PASCO,YANACANCHA,PARIAMARCA,-10.647763,-76.164693,56,198
PASCO,PASCO,YANACANCHA,SANTA ROSA DE PITIC BAJA,-10.618797,-76.187251,49,175
PASCO,DANIEL ALCIDES CARRION,PAUCAR,PAUCALIN,-10.333945,-76.35638,55,162
PASCO,PASCO,PAUCARTAMBO,PAMPAMARCA CENTRAL,-10.723793,-75.644502,16,43
PASCO,PASCO,YANACANCHA,SAN MIGUEL,-10.620696,-76.191066,18,40
PASCO,PASCO,PAUCARTAMBO,SAN JUAN,-10.789843,-75.831622,12,36
PASCO,PASCO,HUARIACA,TARAPATA,-10.439118,-76.194198,10,35
PASCO,PASCO,YANACANCHA,QUICHAS,-10.647055,-76.165787,13,35
PASCO,PASCO,TICLACAYAN,MACHALAN,-10.530973,-76.165762,3,11
PASCO,PASCO,PAUCARTAMBO,SANTA ROSA DE JATUN YACU,-10.792208,-75.82685,4,9
PASCO,PASCO,PAUCARTAMBO,CACARA,-10.774105,-75.802453,4,8
PASCO,PASCO,YANACANCHA,NUNUNYAYOC,-10.653848,-76.171376,2,7
PASCO,PASCO,TICLACAYAN,ACAPA CANCHA,-10.513745,-76.123802,1,6
PASCO,PASCO,YANACANCHA,MACAPATA,-10.623211,-76.186374,2,5
PASCO,PASCO,HUARIACA,POSUYOJ,-10.44014,-76.195682,2,3
PASCO,PASCO,YANACANCHA,MUYOMUYO,-10.651333,-76.165904,1,3
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,HUARICOLCA,-10.515005,-76.427137,1,3
PASCO,OXAPAMPA,VILLA RICA,KM 3,-10.837025,-75.292603,2,3
PASCO,PASCO,HUARIACA,CHALCAN,-10.442203,-76.19996,1,2
PASCO,PASCO,PAUCARTAMBO,SAN FRANCISCO,-10.786313,-75.826932,1,2
PASCO,PASCO,YANACANCHA,HUALANGAYOC,-10.653738,-76.172737,1,2
PASCO,PASCO,PAUCARTAMBO,TINDALPATA ALTA,-10.720438,-75.646958,1,1
PASCO,PASCO,HUARIACA,MONTECHICO,-10.442662,-76.197312,0,0
PASCO,PASCO,PAUCARTAMBO,PALMAFALDA,-10.723742,-75.645252,0,0
PASCO,PASCO,TICLACAYAN,MARCAPATA,-10.512163,-76.125143,0,0
PASCO,DANIEL ALCIDES CARRION,PAUCAR,GASAPASH,-10.325457,-76.355749,0,0
PIURA,PIURA,VEINTISÉIS DE OCTUBRE,SAN MARTIN,-5.179294,-80.678167,41165,165712
PIURA,PIURA,PIURA,PIURA,-5.152397,-80.65779,31767,149982
PIURA,PIURA,CASTILLA,CASTILLA,-5.201467,-80.622789,35518,145182
PIURA,PIURA,CATACAOS,CATACAOS,-5.26727,-80.672423,10565,44124
PIURA,MORROPON,CHULUCANAS,CHULUCANAS,-5.097188,-80.160339,10420,40867
PIURA,PIURA,TAMBO GRANDE,TAMBO GRANDE,-4.928066,-80.337203,6200,24073
PIURA,PIURA,LA UNION,LA UNION,-5.388214,-80.737332,4680,19155
PIURA,PIURA,LA ARENA,LA ARENA,-5.342964,-80.703599,3664,14729
PIURA,SULLANA,QUERECOTILLO,QUERECOTILLO,-4.839274,-80.648203,3325,13173
PIURA,PAITA,COLAN,SAN LUCAS (PUEBLO NUEVO DE COLAN),-4.900653,-81.056431,2935,11540
PIURA,SULLANA,SULLANA,NUEVO SULLANA,-4.908292,-80.723995,3160,10934
PIURA,MORROPON,MORROPON,MORROPON,-5.186215,-79.969243,2491,8949
PIURA,PIURA,CATACAOS,LA LEGUA-SAN JACINTO (LA LEGUA),-5.247943,-80.670109,2111,8863
PIURA,TALARA,EL ALTO,EL ALTO,-4.268616,-81.221298,2225,8016
PIURA,MORROPON,LA MATANZA,LA MATANZA,-5.21367,-80.090446,1780,6787
PIURA,SULLANA,MARCAVELICA,MALLARITOS,-4.867403,-80.717898,1626,6100
PIURA,SECHURA,VICE,VICE,-5.422192,-80.776253,1422,5972
PIURA,SULLANA,SALITRAL,SALITRAL,-4.856926,-80.680831,1527,5784
PIURA,PIURA,LA UNION,TABLAZO NORTE (TABLAZO),-5.380796,-80.762523,1261,4979
PIURA,PIURA,CASTILLA,RIO SECO,-5.138614,-80.614782,207,4865
PIURA,MORROPON,CHULUCANAS,PACCHA,-5.012291,-80.224202,1260,4723
PIURA,SULLANA,SULLANA,HUANGALA,-4.839865,-80.60092,1124,4671
PIURA,PIURA,CATACAOS,SIMBILA,-5.244412,-80.649686,1051,4658
PIURA,PIURA,TAMBO GRANDE,CRUCETA,-4.838322,-80.264893,1286,4597
PIURA,SECHURA,VICE,LETIRA,-5.439708,-80.806933,995,4584
PIURA,SULLANA,MIGUEL CHECA,SOJO,-4.90028,-80.81469,1088,4403
PIURA,SECHURA,VICE,BECARA,-5.452964,-80.808783,931,4067
PIURA,PIURA,LA UNION,DOS ALTOS,-5.376077,-80.732408,997,4029
PIURA,SECHURA,BERNAL,BERNAL,-5.458949,-80.741968,1073,4007
PIURA,PIURA,LA ARENA,LAS MALVINAS,-5.362634,-80.716335,912,3921
PIURA,PIURA,LA ARENA,CASAGRANDE,-5.317682,-80.753394,900,3857
PIURA,SECHURA,SECHURA,CIUDAD DEL PESCADOR,-5.765692,-80.854452,881,3766
PIURA,TALARA,PARIÑAS,ENACE I II III,-4.595088,-81.179973,1075,3575
PIURA,PIURA,CATACAOS,PEDREGAL GRANDE,-5.307327,-80.685316,928,3488
PIURA,SULLANA,MARCAVELICA,MARCAVELICA,-4.881711,-80.703558,894,3458
PIURA,SULLANA,IGNACIO ESCUDERO,SANTA SOFIA,-4.88545,-80.840528,891,3388
PIURA,PIURA,CATACAOS,MONTE CASTILLO,-5.281274,-80.714661,817,3365
PIURA,MORROPON,CHULUCANAS,LA ENCANTADA,-5.093041,-80.19991,846,3213
PIURA,SECHURA,RINCONADA LLICUAR,DOS PUEBLOS,-5.463609,-80.765416,819,2999
PIURA,SECHURA,SECHURA,PARACHIQUE - LA BOCANA,-5.764712,-80.864199,727,2994
PIURA,SULLANA,IGNACIO ESCUDERO,SAN MIGUEL,-4.847981,-80.886665,710,2732
PIURA,MORROPON,CHULUCANAS,BATANES,-5.142819,-80.104032,749,2620
PIURA,SULLANA,IGNACIO ESCUDERO,VENTARRONES,-4.843747,-80.838208,708,2582
PIURA,MORROPON,CHULUCANAS,SOL SOL,-5.034272,-80.189545,657,2513
PIURA,MORROPON,LA MATANZA,LAYNES,-5.234506,-80.060656,723,2493
PIURA,SULLANA,SULLANA,SOMATE BAJO,-4.744902,-80.534001,698,2457
PIURA,PIURA,CURA MORI,NUEVO POZO DE LOS RAMOS,-5.338115,-80.660927,791,2453
PIURA,SULLANA,MARCAVELICA,LA QUINTA,-4.851816,-80.725591,635,2441
PIURA,PIURA,LA ARENA,LOMA NEGRA,-5.326138,-80.786005,687,2378
PIURA,SECHURA,BELLAVISTA DE LA UNION,SAN CLEMENTE,-5.434335,-80.738081,596,2364
PIURA,PIURA,LA ARENA,VICHAYAL,-5.30996,-80.717107,546,2359
PIURA,PIURA,CURA MORI,NUEVO CHATO GRANDE,-5.370138,-80.614862,621,2345
PIURA,PIURA,TAMBO GRANDE,PALOMINOS,-4.927491,-80.250133,595,2309
PIURA,PAITA,VICHAYAL,SAN FELIPE DE VICHAYAL,-4.864285,-81.072989,640,2243
PIURA,MORROPON,SAN JUAN DE BIGOTE,BIGOTE,-5.319391,-79.786159,701,2205
PIURA,SULLANA,MARCAVELICA,MONTERON,-4.878643,-80.80011,613,2166
PIURA,PIURA,CASTILLA,CHAPAYRA,-5.121502,-80.604617,546,2099
PIURA,MORROPON,CHULUCANAS,KM 50,-5.16931,-80.187083,569,2095
PIURA,PIURA,TAMBO GRANDE,LA PEÑITA,-4.943371,-80.526035,537,2094
PIURA,PAITA,VICHAYAL,MIRAMAR,-4.875468,-81.102687,570,2086
PIURA,PIURA,EL TALLAN,SINCHAO,-5.409103,-80.681056,528,2078
PIURA,PIURA,LA ARENA,CHATITO,-5.380331,-80.695969,544,2050
PIURA,SULLANA,SULLANA,CHALACALA,-4.789746,-80.572662,528,2018
PIURA,SULLANA,MARCAVELICA,SAMAN,-4.836525,-80.76418,584,1954
PIURA,PIURA,CASTILLA,LA OBRILLA,-4.985347,-80.573978,464,1952
PIURA,SECHURA,CRISTO NOS VALGA,SAN CRISTO,-5.493159,-80.740975,445,1872
PIURA,MORROPON,SALITRAL,MALACASI,-5.34187,-79.859321,566,1850
PIURA,PIURA,TAMBO GRANDE,PEDREGAL BAJO,-4.882495,-80.385018,471,1788
PIURA,PIURA,CATACAOS,NARIHUALA,-5.291134,-80.687515,442,1680
PIURA,TALARA,PARIÑAS,SACOBSA,-4.582495,-81.193093,473,1651
PIURA,SECHURA,BELLAVISTA DE LA UNION,BELLAVISTA,-5.44035,-80.754966,400,1615
PIURA,SULLANA,MARCAVELICA,LAS PALMERAS,-4.874821,-80.705534,447,1591
PIURA,MORROPON,BUENOS AIRES,CARRASQUILLO,-5.218615,-80.01895,414,1558
PIURA,SECHURA,SECHURA,PUERTO RICO,-5.824029,-81.035638,437,1538
PIURA,PIURA,CASTILLA,TERELA,-5.079569,-80.594261,392,1514
PIURA,PIURA,LA UNION,MONTE REDONDO,-5.407519,-80.712976,364,1482
PIURA,HUANCABAMBA,CANCHAQUE,CANCHAQUE,-5.375933,-79.605693,341,1453
PIURA,SULLANA,SULLANA,EL CUCHO,-4.869218,-80.658512,375,1417
PIURA,PIURA,CATACAOS,LA CAMPIÑA,-5.299508,-80.683402,358,1404
PIURA,MORROPON,SAN JUAN DE BIGOTE,LA PAREJA,-5.30906,-79.737005,427,1382
PIURA,SULLANA,MARCAVELICA,SAN MIGUEL DE TANGARARA,-4.884988,-80.825308,385,1377
PIURA,PIURA,LA UNION,CANIZAL CHICO,-5.383869,-80.697656,311,1341
PIURA,PIURA,TAMBO GRANDE,SAN MIGUEL DE SEREN,-4.924568,-80.473592,315,1338
PIURA,PIURA,LA ARENA,RIO VIEJO NORTE,-5.319703,-80.728574,305,1329
PIURA,PAITA,AMOTAPE,AMOTAPE,-4.881921,-81.015211,358,1278
PIURA,PIURA,LA ARENA,MONTE GRANDE,-5.364895,-80.695082,356,1271
PIURA,PIURA,CATACAOS,SAN PABLO,-5.291018,-80.616997,271,1235
PIURA,PIURA,LA UNION,SANTA CRUZ,-5.378008,-80.726214,278,1228
PIURA,PIURA,CASTILLA,EL PAPAYO,-5.044629,-80.608911,292,1205
PIURA,PIURA,LA ARENA,SANTA ELENA,-5.326477,-80.775704,349,1192
PIURA,PIURA,CASTILLA,MIRAFLORES,-5.164053,-80.61472,247,1165
PIURA,PAITA,COLAN,SAN LUCAS DE COLAN (LA ARENA CHIQUITA),-5.00504,-81.058401,273,1160
PIURA,SULLANA,QUERECOTILLO,LA PECA,-4.780182,-80.583208,331,1155
PIURA,TALARA,PARIÑAS,NEGREIROS,-4.581181,-81.186934,323,1142
PIURA,PIURA,CATACAOS,NUEVO PEDREGAL (PEDREGAL GRANDE),-5.312915,-80.679805,279,1109
PIURA,PIURA,CATACAOS,PAREDONES,-5.268375,-80.703059,265,1101
PIURA,PIURA,LA ARENA,ALTO DE LA CRUZ,-5.333531,-80.745607,218,1086
PIURA,PIURA,CATACAOS,LA PIEDRA,-5.259049,-80.703731,265,1083
PIURA,PAITA,AMOTAPE,EL TAMBO,-4.886922,-81.004557,294,1060
PIURA,PIURA,CATACAOS,CUMBIBIRA,-5.289553,-80.746958,260,1059
PIURA,SULLANA,MARCAVELICA,VISTA FLORIDA,-4.878462,-80.739073,277,1058
PIURA,PIURA,LA UNION,NUEVO TAMARINDO,-5.362972,-80.725131,259,1050
PIURA,MORROPON,SALITRAL,SALITRAL,-5.341812,-79.833495,289,1021
PIURA,PIURA,CASTILLA,SAN RAFAEL,-4.986879,-80.590852,221,1003
PIURA,PIURA,TAMBO GRANDE,PUEBLO LIBRE,-4.941741,-80.239166,254,993
PIURA,PIURA,CATACAOS,PEDREGAL CHICO,-5.300201,-80.692734,262,978
PIURA,SULLANA,SULLANA,CIENEGUILLO SUR,-5.003996,-80.666036,258,969
PIURA,MORROPON,CHULUCANAS,SANCOR,-4.987664,-80.16238,206,925
PIURA,PAITA,VICHAYAL,ISLA SAN LORENZO,-4.905907,-81.113757,216,882
PIURA,PIURA,TAMBO GRANDE,CALLEJONES,-5.027208,-80.255815,226,870
PIURA,MORROPON,BUENOS AIRES,INGENIO DE BUENOS AIRES,-5.209348,-79.946117,284,866
PIURA,PIURA,LAS LOMAS,CP-5,-4.740802,-80.311312,237,860
PIURA,PIURA,TAMBO GRANDE,MALINGAS,-4.952665,-80.250754,208,859
PIURA,PIURA,TAMBO GRANDE,CHARAN COPOZO CP7,-4.89743,-80.26811,234,849
PIURA,PIURA,TAMBO GRANDE,OLIVARES SAN FERNANDO,-4.96745,-80.602295,237,839
PIURA,SECHURA,SECHURA,TAJAMAR (TAJARQUI),-5.487179,-80.794003,206,829
PIURA,PIURA,TAMBO GRANDE,ATAHUALPA,-4.883997,-80.437028,219,819
PIURA,SECHURA,BERNAL,CORONADO,-5.467688,-80.731251,208,815
PIURA,PIURA,LAS LOMAS,VIVIANO ESPINOZA,-4.739667,-80.274248,207,799
PIURA,SECHURA,CRISTO NOS VALGA,SANTA CLARA,-5.494212,-80.751707,196,793
PIURA,PIURA,TAMBO GRANDE,SINCHI ROCA,-4.882533,-80.436265,181,780
PIURA,PIURA,LA UNION,HUEREQUEQUE,-5.41332,-80.704838,179,779
PIURA,PIURA,LA UNION,CANIZAL SANTA ROSA,-5.398698,-80.726161,189,772
PIURA,SULLANA,MARCAVELICA,LA NORIA,-4.790425,-80.745783,222,772
PIURA,MORROPON,CHULUCANAS,SAN FRANCISCO DE PACCHA,-4.995917,-80.217067,190,754
PIURA,PIURA,TAMBO GRANDE,PEDREGAL CHICO,-4.928563,-80.533618,184,747
PIURA,PAITA,COLAN,LA ESMERALDA,-5.008175,-81.064088,175,747
PIURA,PIURA,CATACAOS,VIDUQUE,-5.252902,-80.66531,185,732
PIURA,PIURA,TAMBO GRANDE,GUARAGUAOS ALTO,-4.909275,-80.207299,190,725
PIURA,SECHURA,SECHURA,CHUSIS,-5.519383,-80.815801,187,725
PIURA,PIURA,CURA MORI,SANTA ROSA,-5.320604,-80.678757,216,723
PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DE CURBAN,-4.942908,-80.301707,189,710
PIURA,PIURA,TAMBO GRANDE,EL CRUCE DE VEGA,-4.944267,-80.260733,184,680
PIURA,SULLANA,SULLANA,CHILACO PELADO (CHILACO),-4.699874,-80.4963,186,676
PIURA,PIURA,TAMBO GRANDE,LOS ZAPATAS,-4.974285,-80.257208,166,673
PIURA,PIURA,TAMBO GRANDE,ESPERANZA DE MI CAUTIVO CP 8,-4.93654,-80.24242,179,670
PIURA,MORROPON,CHULUCANAS,TALANDRACAS,-5.110637,-80.063607,199,650
PIURA,SECHURA,BELLAVISTA DE LA UNION,MIRAFLORES,-5.416437,-80.740788,160,650
PIURA,MORROPON,CHULUCANAS,HUASIMAL,-5.14729,-80.171872,163,643
PIURA,MORROPON,CHULUCANAS,SAN PEDRO,-5.098237,-80.032991,189,640
PIURA,PIURA,LA ARENA,PAMPA CHICA,-5.320815,-80.720539,150,633
PIURA,MORROPON,MORROPON,LA BOCANA,-5.163567,-80.087054,186,623
PIURA,SECHURA,VICE,CHALACO,-5.407321,-80.759645,182,622
PIURA,SECHURA,BERNAL,ONZA DE ORO,-5.488156,-80.746538,134,612
PIURA,PIURA,TAMBO GRANDE,LAS MONICAS,-4.928732,-80.287361,164,607
PIURA,MORROPON,MORROPON,PIURA LA VIEJA,-5.152264,-80.076257,185,592
PIURA,PIURA,TAMBO GRANDE,CRUZ VERDE,-4.974368,-80.204587,163,591
PIURA,PIURA,TAMBO GRANDE,NUEVO YAPATO,-4.879173,-80.442742,148,584
PIURA,PIURA,TAMBO GRANDE,LA PALA,-4.921678,-80.314827,163,575
PIURA,SECHURA,BERNAL,CHEPITO,-5.472611,-80.754742,182,564
PIURA,SULLANA,SULLANA,RIECITO,-4.716252,-80.508861,159,558
PIURA,MORROPON,LA MATANZA,YECALA,-5.190397,-80.128337,165,545
PIURA,MORROPON,CHULUCANAS,BELEN,-5.030589,-80.162346,143,536
PIURA,HUANCABAMBA,CANCHAQUE,LOS RANCHOS,-5.227491,-79.645398,157,511
PIURA,PIURA,LAS LOMAS,CP14,-4.80342,-80.299202,147,502
