DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,VIVIENDAS,POBLACION
PIURA,PIURA,LA ARENA,CHAQUIRA,-5.308308,-80.752827,118,498
PIURA,MORROPON,LA MATANZA,TIERRAS DURAS ALTO,-5.206603,-80.10641,125,498
PIURA,HUANCABAMBA,HUARMACA,CUCHUPAMPA,-5.585443,-79.522142,129,493
PIURA,HUANCABAMBA,LALAQUIZ,TUNAL,-5.215758,-79.679991,174,493
PIURA,PIURA,LA ARENA,RIO VIEJO SUR - ALTO DE LOS CARRILLO,-5.329827,-80.73954,123,487
PIURA,PAITA,COLAN,NUEVO PARAISO,-5.006128,-81.048277,106,483
PIURA,PIURA,TAMBO GRANDE,EL CARBON,-4.963047,-80.275755,121,481
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,LOMA LARGA BAJA,-5.420358,-79.676774,137,480
PIURA,MORROPON,CHULUCANAS,FATIMA,-5.072142,-80.109222,132,476
PIURA,SULLANA,SULLANA,CHALACALA ALTA,-4.78584,-80.55423,117,467
PIURA,PIURA,TAMBO GRANDE,VALLE HERMOSO,-4.937453,-80.569655,118,458
PIURA,MORROPON,CHULUCANAS,PUEBLO NUEVO DE TALANDRAC,-5.085641,-80.062782,135,458
PIURA,PIURA,TAMBO GRANDE,LA COLCA,-4.891057,-80.339233,116,455
PIURA,PIURA,LA ARENA,PAMPA DE LOS SILVAS,-5.314669,-80.708503,113,451
PIURA,MORROPON,MORROPON,SOLUMBRE,-5.129025,-80.052382,129,450
PIURA,PIURA,TAMBO GRANDE,BELLO HORIZONTE,-4.845217,-80.224815,111,449
PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DE YARANCHE,-4.836763,-80.239975,122,449
PIURA,PIURA,LA ARENA,ALTO DE LA CRUZ,-5.333325,-80.749198,106,445
PIURA,SULLANA,SULLANA,LA CAPILLA (LA LECHERA),-4.947648,-80.673975,113,444
PIURA,PIURA,LAS LOMAS,CACATURO,-4.660487,-80.196288,116,436
PIURA,PIURA,LA ARENA,EL PORVENIR,-5.323068,-80.71068,97,430
PIURA,SECHURA,BERNAL,SANTO DOMINGO,-5.481984,-80.758046,117,430
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,LA CAPILL A,-5.443054,-79.60198,128,428
PIURA,PIURA,LA UNION,CANIZAL GRANDE,-5.382719,-80.712693,104,419
PIURA,MORROPON,SANTA CATALINA DE MOSSA,PUEBLO NUEVO DE MARAY (PUEBLO NUEVO),-5.184304,-79.888887,140,405
PIURA,PIURA,TAMBO GRANDE,SAN ISIDRO 10-4,-4.794597,-80.273353,74,402
PIURA,PIURA,TAMBO GRANDE,GUARAGUAOS BAJO,-4.917466,-80.220366,113,393
PIURA,PIURA,LA ARENA,LAGUNA DE LOS PRADO,-5.354836,-80.719844,97,384
PIURA,PIURA,TAMBO GRANDE,CASANAS,-4.993667,-80.191941,92,383
PIURA,MORROPON,BUENOS AIRES,LA PILCA,-5.217611,-79.946692,122,382
PIURA,MORROPON,CHULUCANAS,CHAPICA CAMPANAS,-5.082804,-80.120184,105,380
PIURA,MORROPON,CHULUCANAS,PAPELILLO,-5.064425,-80.09958,103,367
PIURA,SULLANA,SULLANA,TRES COMPUERTAS CIENEGUILLO NORTE,-4.869838,-80.618649,83,366
PIURA,MORROPON,CHULUCANAS,PUEBLO NUEVO DE CAMPANAS,-5.116541,-80.140146,94,359
PIURA,MORROPON,CHULUCANAS,SANTA ROSA DE ÑOMALA,-5.062855,-80.234062,79,352
PIURA,PIURA,TAMBO GRANDE,LUCHADORES SOCIALES,-4.925925,-80.528293,79,348
PIURA,PIURA,CURA MORI,CHATO CHICO,-5.367113,-80.665179,103,347
PIURA,PIURA,TAMBO GRANDE,TOTORAL BAJO,-4.888936,-80.212913,102,347
PIURA,PIURA,TAMBO GRANDE,HUACA BLANCA,-4.90442,-80.344658,87,344
PIURA,PIURA,TAMBO GRANDE,LAS MERCEDES,-4.923397,-80.373018,89,344
PIURA,SULLANA,SULLANA,SAN PEDRO SAN PABLO (SOMATE ALTO),-4.788747,-80.431213,99,344
PIURA,HUANCABAMBA,LALAQUIZ,LA LAGUNA,-5.197625,-79.646178,121,343
PIURA,PIURA,PIURA,SANTA SARA,-5.075448,-80.624518,90,341
PIURA,SULLANA,QUERECOTILLO,SANTA ELENA BAJA,-4.82513,-80.646563,94,341
PIURA,MORROPON,CHULUCANAS,CHAPICA CARMELO,-5.076425,-80.098967,107,337
PIURA,PIURA,TAMBO GRANDE,PLATILLOS,-4.990133,-80.187104,79,330
PIURA,MORROPON,LA MATANZA,TIERRAS DURAS BAJO,-5.200182,-80.108108,82,330
PIURA,PIURA,LAS LOMAS,VILLA INDEPENDIENTE,-4.737128,-80.315932,90,327
PIURA,MORROPON,CHULUCANAS,NUEVA ESPERANZA,-5.07542,-80.268665,105,325
PIURA,PIURA,LAS LOMAS,SECTOR CERO CINCO,-4.76972,-80.270643,99,324
PIURA,MORROPON,LA MATANZA,KM 62 (SANTA ROSA),-5.227067,-80.120827,72,315
PIURA,PAITA,ARENAL,EL TABLAZO,-4.892939,-81.0306,87,314
PIURA,PIURA,TAMBO GRANDE,MALINGAS GRANDE,-4.967662,-80.261098,79,313
PIURA,PIURA,TAMBO GRANDE,LIBRE,-4.770303,-80.236583,86,312
PIURA,PIURA,TAMBO GRANDE,CAPAC YUPANQUI,-4.836129,-80.382693,83,310
PIURA,SULLANA,MARCAVELICA,SAMAN CHICO,-4.814072,-80.75376,87,308
PIURA,PIURA,LA ARENA,NUEVO CASARANA,-5.319178,-80.707436,58,301
PIURA,PIURA,TAMBO GRANDE,SAN MARTIN DE MALINGAS,-4.971978,-80.274413,72,300
PIURA,AYABACA,FRIAS,ALTO POCLUS,-4.93029,-79.89344,67,299
PIURA,SULLANA,SULLANA,LAS MERCEDES CIENEGUILLO NORTE,-4.909506,-80.64897,72,298
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,CHANRO,-5.424543,-79.709083,90,297
PIURA,MORROPON,MORROPON,QUEBRADA DE LAS DAMAS,-5.107695,-80.032722,82,290
PIURA,PIURA,CATACAOS,MOCARA,-5.30162,-80.704619,49,289
PIURA,PIURA,TAMBO GRANDE,SANTA ROSA DEL ASALTO,-4.924584,-80.517327,72,280
PIURA,SECHURA,VICE,SANCHEZ,-5.442075,-80.774803,63,274
PIURA,MORROPON,CHULUCANAS,CALORES,-5.098828,-80.058852,87,273
PIURA,MORROPON,LA MATANZA,TIERRAS DURAS DEL VIRREY,-5.474345,-79.990653,82,273
PIURA,MORROPON,MORROPON,SAN JOSE DEL CHORRO,-5.140392,-80.060377,74,273
PIURA,PAITA,COLAN,LAS ARENAS DE COLAN EL TABLAZO,-4.925927,-81.024253,74,272
PIURA,SECHURA,SECHURA,CONSTANTE,-5.676665,-80.84978,91,272
PIURA,PIURA,TAMBO GRANDE,EL SALTO,-4.921396,-80.504839,66,271
PIURA,PIURA,PIURA,LAS VEGAS,-5.043685,-80.695026,76,265
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,LAS HUACAS,-5.434545,-79.744438,82,265
PIURA,MORROPON,MORROPON,ZAPOTAL,-5.177077,-79.982903,84,262
PIURA,PIURA,CURA MORI,CHATO GRANDE,-5.356398,-80.668402,82,261
PIURA,HUANCABAMBA,LALAQUIZ,MARAY GRANDE,-5.187096,-79.683293,91,260
PIURA,PIURA,LAS LOMAS,SAN FRANCISCO DE YUSCAY,-4.725238,-80.269647,77,259
PIURA,AYABACA,SUYO,LA COPA,-4.573242,-80.081772,67,259
PIURA,PIURA,LA ARENA,JESUS MARIA,-5.31377,-80.706803,52,251
PIURA,AYABACA,FRIAS,CACHIRIS,-4.855265,-79.922737,53,249
PIURA,MORROPON,CHULUCANAS,CHARANAL (CHARANAL BAJO),-5.121276,-80.081937,75,249
PIURA,MORROPON,CHULUCANAS,CRUZ DE CAMPANAS,-4.994016,-80.191894,58,249
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,EL HIGUERON,-5.456718,-79.60266,76,248
PIURA,PIURA,LA ARENA,EL PEÑAL,-5.346272,-80.72849,61,247
PIURA,MORROPON,CHULUCANAS,LA UNION,-5.096311,-80.048256,77,246
PIURA,AYABACA,PAIMAS,TOMAPAMPA DE CARDAL,-4.61311,-80.037923,69,245
PIURA,PIURA,TAMBO GRANDE,PUEBLO NUEVO,-4.854288,-80.223417,70,240
PIURA,SECHURA,CRISTO NOS VALGA,CERRITOS,-5.498407,-80.718522,66,239
PIURA,PIURA,LA UNION,TUNAPE,-5.369381,-80.738653,65,237
PIURA,PIURA,LAS LOMAS,SAN MIGUEL DE YUSCAY,-4.68989,-80.23336,69,237
PIURA,PIURA,TAMBO GRANDE,EL FRUTAL,-4.892871,-80.35999,60,234
PIURA,MORROPON,BUENOS AIRES,PAMPA FLORES,-5.19746,-79.926072,68,232
PIURA,MORROPON,CHULUCANAS,PANECILLO,-5.052264,-80.101261,77,230
PIURA,MORROPON,CHULUCANAS,EL AROMO,-5.09531,-80.112786,57,229
PIURA,MORROPON,MORROPON,FRANCO BAJO,-5.17355,-80.047805,67,226
PIURA,PIURA,LA UNION,LA ESCOLASTICA,-5.401281,-80.706803,55,223
PIURA,PIURA,LA ARENA,ALTOS DE LOS MECHATOS,-5.315071,-80.708232,50,222
PIURA,MORROPON,CHULUCANAS,ALTO SAN MIGUEL,-5.097402,-80.249567,48,220
PIURA,MORROPON,LA MATANZA,CRUZ BLANCA,-5.201357,-80.133315,50,217
PIURA,PIURA,TAMBO GRANDE,TEJEDORES 96,-4.7569,-80.24584,71,216
PIURA,SULLANA,SULLANA,NUEVO PROGRESO,-5.003852,-80.697613,59,216
PIURA,PIURA,TAMBO GRANDE,MANCO CAPAC,-4.91101,-80.236606,58,215
PIURA,AYABACA,FRIAS,MEJICO,-4.878705,-79.882942,54,212
PIURA,HUANCABAMBA,LALAQUIZ,EL PAPAYO,-5.204921,-79.650307,89,212
PIURA,MORROPON,MORROPON,CHARANAL ALTO,-5.110442,-80.05343,72,211
PIURA,MORROPON,CHULUCANAS,SAN JOSE (KM.41),-5.148928,-80.264147,60,209
PIURA,MORROPON,SALITRAL,ALGARROBAL,-5.34439,-79.822975,63,209
PIURA,MORROPON,YAMANGO,COCA,-5.192908,-79.838487,61,209
PIURA,HUANCABAMBA,HUARMACA,TOCTO,-5.793263,-79.696367,47,208
PIURA,PIURA,TAMBO GRANDE,SEÑOR DE LOS MILAGROS,-4.910255,-80.426008,51,207
PIURA,MORROPON,MORROPON,EL CHORRO,-5.187178,-79.95422,60,204
PIURA,MORROPON,SALITRAL,MAMAYACO,-5.494362,-79.712317,54,204
PIURA,PIURA,TAMBO GRANDE,SANTA CATALINA,-4.801249,-80.253591,54,199
PIURA,MORROPON,MORROPON,FRANCO ALTO,-5.168662,-80.026475,66,198
PIURA,MORROPON,SALITRAL,TORTOLA,-5.322898,-79.84033,61,198
PIURA,MORROPON,LA MATANZA,KM 65,-5.242157,-80.113013,53,195
PIURA,PIURA,TAMBO GRANDE,SAN PABLO,-4.87317,-80.319747,49,192
PIURA,HUANCABAMBA,HUARMACA,JUAN VELASCO,-5.577615,-79.521957,60,191
PIURA,PIURA,PIURA,LAS MERCEDES,-5.110424,-80.708604,66,190
PIURA,MORROPON,SAN JUAN DE BIGOTE,DOTOR,-5.326132,-79.718188,66,188
PIURA,PIURA,LAS LOMAS,LA CAIDA DE YUSCAY,-4.724125,-80.27244,57,187
PIURA,MORROPON,CHULUCANAS,"HUAPALAS ZONA SAGRADO CORAZON DE JESUS",-5.119718,-80.196291,56,187
PIURA,PIURA,LAS LOMAS,CENTRO SERVICIOS PARTIDOR,-4.73188,-80.281508,45,186
PIURA,MORROPON,MORROPON,BOCA NEGRA,-5.182082,-79.942987,55,186
PIURA,TALARA,PARIÑAS,LA CAMPANA,-4.56359,-81.21433,23,185
PIURA,AYABACA,PAIMAS,TOMAPAMPA DE JAMBUR,-4.618538,-80.002523,47,183
PIURA,MORROPON,SAN JUAN DE BIGOTE,CARDAL,-5.3174,-79.706328,64,181
PIURA,SULLANA,SULLANA,SAN JUAN DE LOS RANCHOS,-4.918937,-80.641809,49,176
PIURA,MORROPON,CHULUCANAS,NUEVO PROGRESO,-5.118822,-80.072452,48,172
PIURA,SULLANA,SULLANA,MONTENEGRO,-4.862304,-80.632599,46,171
PIURA,PIURA,LAS LOMAS,"FRANCISCO BOLOGNESI BAJO (MONTE BORRACHO)",-4.684502,-80.257593,43,166
PIURA,PIURA,PIURA,COSCOMBA,-5.214197,-80.643562,41,163
PIURA,SECHURA,SECHURA,YAPATO,-5.489201,-80.813753,44,163
PIURA,HUANCABAMBA,HUARMACA,PAMPA LARGA,-5.669603,-79.704058,47,162
PIURA,PIURA,LA UNION,SAN MARTIN DE LETIRA,-5.34525,-80.780414,39,161
PIURA,HUANCABAMBA,HUARMACA,CHIGNIA BAJA,-5.570803,-79.704295,51,161
PIURA,PIURA,TAMBO GRANDE,SENOR CAUTIVO,-4.93611,-80.275037,47,159
PIURA,SECHURA,CRISTO NOS VALGA,NUEVO CHUPER,-5.497937,-80.747195,39,154
PIURA,SULLANA,SULLANA,MARAN,-4.759462,-80.544083,39,153
PIURA,PIURA,LAS LOMAS,LAS MERCEDES,-4.738187,-80.281793,37,152
PIURA,HUANCABAMBA,HUARMACA,HUALCAS I,-5.511608,-79.706457,56,151
PIURA,PIURA,TAMBO GRANDE,MONTEVERDE ALTO,-4.920137,-80.195551,41,149
PIURA,PIURA,TAMBO GRANDE,SAN FRANCISCO,-4.810992,-80.247463,55,144
PIURA,HUANCABAMBA,LALAQUIZ,MARAY CHICO,-5.18951,-79.687567,50,142
PIURA,PIURA,CASTILLA,LOS PULACHE,-5.157197,-80.492874,30,140
PIURA,HUANCABAMBA,HUARMACA,SAN MIGUEL DE SUCCHUPAMPA,-5.587363,-79.527015,39,140
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,HUACAS BAJA,-5.437803,-79.75332,41,140
PIURA,PIURA,CASTILLA,SAN VICENTE,-5.018173,-80.592002,37,139
PIURA,HUANCABAMBA,CANCHAQUE,SAN MARTIN DE PAJONAL,-5.272403,-79.675403,43,139
PIURA,MORROPON,MORROPON,EL PORVENIR,-5.127157,-80.048512,40,138
PIURA,SECHURA,SECHURA,LAS DELICIAS,-5.723405,-80.852834,46,136
PIURA,SULLANA,SULLANA,PUEBLO NUEVO,-4.964448,-80.650832,30,133
PIURA,SECHURA,BERNAL,POZO OSCURO ANTIGUO,-5.45938,-80.64794,40,132
PIURA,AYABACA,PAIMAS,JAMBUR,-4.619872,-79.933542,37,131
PIURA,SECHURA,BERNAL,NUEVO VEGA DEL CHICO,-5.441738,-80.727888,39,130
PIURA,PIURA,TAMBO GRANDE,PALO PARADO,-4.922563,-80.278493,35,129
PIURA,HUANCABAMBA,HUARMACA,HUALCAS II,-5.518667,-79.70976,45,128
PIURA,PIURA,TAMBO GRANDE,EL REFUGIO,-4.934362,-80.288547,32,127
PIURA,HUANCABAMBA,HUARMACA,OVERAL,-5.935774,-79.569913,36,127
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,CHAMELICO,-5.467168,-79.602028,38,127
PIURA,SULLANA,SULLANA,CANAL MOCHO LAS MERCEDES,-4.996075,-80.687694,35,127
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,PIEDRA AZUL,-5.425217,-79.693965,45,125
PIURA,AYABACA,SUYO,PUEBLO NUEVO,-4.517717,-79.983183,36,122
PIURA,HUANCABAMBA,HUARMACA,LOS ALGARROBOS,-5.674943,-79.723665,36,122
PIURA,MORROPON,CHULUCANAS,HUALTACAL,-5.09874,-80.04387,36,122
PIURA,MORROPON,CHULUCANAS,MOGOTE,-5.107926,-80.238471,26,122
PIURA,MORROPON,LA MATANZA,MONTE AZUL,-5.31327,-80.054642,34,122
PIURA,SULLANA,SULLANA,MIRAFLORES,-4.917824,-80.637702,29,122
PIURA,PIURA,TAMBO GRANDE,JUAN VELAZCO ALVARADO - SECTOR 9.6,-4.788988,-80.226972,35,121
PIURA,HUANCABAMBA,HUARMACA,YAMALAN,-5.581389,-79.524151,37,121
PIURA,HUANCABAMBA,HUARMACA,YUMBE,-5.578337,-79.522335,20,121
PIURA,MORROPON,LA MATANZA,HUALTACO,-5.459222,-79.991778,34,121
PIURA,PIURA,TAMBO GRANDE,LAS SALINAS,-4.910992,-80.191752,28,119
PIURA,SULLANA,SULLANA,SAN JUAN DE LOS RANCHOS I,-4.919406,-80.639039,34,119
PIURA,HUANCABAMBA,HUARMACA,FAICALITO,-5.50917,-79.692818,30,118
PIURA,MORROPON,SAN JUAN DE BIGOTE,MANZANARES,-5.313908,-79.760628,35,117
PIURA,PAITA,VICHAYAL,LA BOCANA NUEVA,-4.887952,-81.146368,32,117
PIURA,PIURA,LA ARENA,OSWALDO SEMINARIO,-5.30712,-80.71338,40,115
PIURA,SULLANA,LANCONES,POECHOS PELADOS,-4.68288,-80.526945,35,115
PIURA,MORROPON,LA MATANZA,KM 66,-5.252452,-80.111555,28,113
PIURA,PIURA,TAMBO GRANDE,EL PALTO MALINGAS,-4.962505,-80.264902,32,112
PIURA,MORROPON,LA MATANZA,SANTA TERESITA,-5.190143,-80.108383,32,112
PIURA,MORROPON,MORROPON,PAMPA HACIENDA,-5.20349,-79.956562,37,112
PIURA,SULLANA,MARCAVELICA,SAN ROLANDO,-4.840588,-80.822837,30,112
PIURA,PAITA,VICHAYAL,SAN LUIS,-4.878327,-81.117053,31,111
PIURA,SULLANA,LANCONES,AGUAS DE NAVARRO (MONTECILLO),-4.684775,-80.455607,32,110
PIURA,MORROPON,BUENOS AIRES,LA TOMA,-5.219395,-80.003277,28,108
PIURA,SECHURA,VICE,SANTA ROSA DE SATUYO,-5.436823,-80.782102,24,108
PIURA,HUANCABAMBA,CANCHAQUE,SANTA ROSA,-5.382085,-79.61906,40,107
PIURA,HUANCABAMBA,LALAQUIZ,CARAVELI,-5.225538,-79.656513,36,106
PIURA,MORROPON,MORROPON,POLVAZAL,-5.212242,-79.980775,31,106
PIURA,PIURA,LAS LOMAS,EL PARTIDOR,-4.734097,-80.276462,35,102
PIURA,PIURA,TAMBO GRANDE,LEONCIO PRADO,-4.870145,-80.22295,27,94
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,AFILADERA,-5.403063,-79.624582,24,93
PIURA,SECHURA,BERNAL,CORDILLERA,-5.453313,-80.648072,28,93
PIURA,PIURA,PIURA,JUAN VELASCO,-5.032257,-80.700091,31,90
PIURA,PIURA,TAMBO GRANDE,EL MANGO MALINGAS,-4.947926,-80.245573,22,90
PIURA,SULLANA,MARCAVELICA,LA SEGUNDA,-4.856248,-80.747865,22,90
PIURA,HUANCABAMBA,CANCHAQUE,YUMBE,-5.37837,-79.594532,29,89
PIURA,SULLANA,SULLANA,MEJIA,-4.938229,-80.649889,27,89
PIURA,SECHURA,SECHURA,TRES CRUCES,-5.89754,-80.287018,21,89
PIURA,SECHURA,BELLAVISTA DE LA UNION,ALTO DE LOS SANTIAGOS,-5.425052,-80.73968,24,88
PIURA,PIURA,CASTILLA,LAS MERCEDES,-5.147352,-80.462303,23,87
PIURA,PIURA,LA ARENA,SAN LUIS,-5.340477,-80.716073,19,86
PIURA,MORROPON,SAN JUAN DE BIGOTE,BADO DE GARZAS,-5.312087,-79.754148,34,85
PIURA,SULLANA,SULLANA,NUEVA ESPERANZA,-4.876287,-80.668877,23,85
PIURA,HUANCABAMBA,LALAQUIZ,CRUZ ALTA,-5.167002,-79.656313,24,83
PIURA,PAITA,COLAN,PUERTO PIZARRO,-4.91071,-81.097483,21,82
PIURA,SULLANA,SULLANA,SAN VICENTE CIENEGUILLO NORTE,-4.897998,-80.629093,17,82
PIURA,AYABACA,FRIAS,EL PROGRESO,-4.972455,-79.831318,19,81
PIURA,SECHURA,SECHURA,BELIZARIO,-5.833249,-80.435008,25,80
PIURA,PIURA,CASTILLA,SECTOR CHOCAN,-5.144198,-80.439938,24,79
PIURA,PIURA,LAS LOMAS,SEÑOR CAUTIVO,-4.69603,-80.291295,20,79
PIURA,MORROPON,LA MATANZA,BARRIOS ALTOS,-5.342662,-80.062037,25,78
PIURA,SECHURA,SECHURA,NUEVA ESPERANZA,-5.814583,-80.058261,18,77
PIURA,SECHURA,CRISTO NOS VALGA,LOS JARDINES,-5.540213,-80.587345,20,77
PIURA,MORROPON,BUENOS AIRES,MORROPONCITO,-5.311238,-79.921945,27,75
PIURA,MORROPON,LA MATANZA,EL TONGO,-5.243475,-80.093585,22,75
PIURA,PIURA,LAS LOMAS,PICHONES CENTRO,-4.686658,-80.311368,27,72
PIURA,MORROPON,MORROPON,EL CEREZO,-5.156598,-79.982332,23,72
PIURA,SULLANA,SULLANA,LAS CHAVELAS,-4.959912,-80.65553,23,71
PIURA,HUANCABAMBA,LALAQUIZ,TUNAL ALTO (ANEXO),-5.205209,-79.67404,13,70
PIURA,SULLANA,MARCAVELICA,EL YUCAL,-4.820172,-80.72382,20,69
PIURA,PIURA,PIURA,SAN SEBASTIAN,-5.033577,-80.700273,22,67
PIURA,MORROPON,LA MATANZA,COLPAS,-5.370398,-80.020822,20,66
PIURA,PAITA,AMOTAPE,NUEVO SAN FRANCISCO,-4.844893,-81.015112,17,66
PIURA,PIURA,CATACAOS,PUEBLO NUEVO,-5.465307,-80.22401,17,63
PIURA,SULLANA,SULLANA,PARKINSONIA,-4.954866,-80.632941,17,62
PIURA,PIURA,VEINTSÉIS DE OCTUBRE,SEÑOR CAUTIVO DE AYABACA,-5.148057,-80.694498,37,61
PIURA,SECHURA,BELLAVISTA DE LA UNION,SOLEDAD,-5.422127,-80.761338,21,61
PIURA,PIURA,LA UNION,SEÑOR DE LOS MILAGROS,-5.345333,-80.775543,16,60
PIURA,PIURA,TAMBO GRANDE,EL LIMON MALINGAS,-4.960733,-80.2537,13,60
PIURA,HUANCABAMBA,HUARMACA,LA RAMADA,-5.643678,-79.380022,15,56
PIURA,MORROPON,CHULUCANAS,VEGA HONDA,-5.287735,-80.222647,13,56
PIURA,MORROPON,YAMANGO,NUEVO PROGRESO,-5.1797,-79.880883,22,55
PIURA,MORROPON,SAN JUAN DE BIGOTE,NUEVA ESPERANZA,-5.335592,-79.717147,18,53
PIURA,SULLANA,SULLANA,SANTA ROSA CIENEGUILLO NORTE,-4.896071,-80.645312,12,53
PIURA,AYABACA,SUYO,SAN JOAQUIN,-4.560007,-80.06812,20,52
PIURA,MORROPON,CHULUCANAS,SAN JOSE DE PAVITAS(KM-50),-5.179336,-80.182164,18,51
PIURA,PIURA,EL TALLAN,PIEDRAL ANTIGUO,-5.443281,-80.642172,11,50
PIURA,SECHURA,SECHURA,PAMPA DE LORO,-5.501372,-80.78963,17,50
PIURA,SECHURA,SECHURA,EL BARCO,-5.883679,-80.391415,12,49
PIURA,PIURA,LAS LOMAS,VILLA MILITAR,-4.660002,-80.213597,0,48
PIURA,HUANCABAMBA,HUARMACA,POLVASAL,-5.641183,-79.382088,13,47
PIURA,MORROPON,SANTA CATALINA DE MOSSA,LA LIBERTAD,-5.160777,-79.93855,7,46
PIURA,MORROPON,LA MATANZA,LAS VILLEGAS (NORIA VILLEGAS),-5.337485,-80.213925,13,45
PIURA,MORROPON,LA MATANZA,EL PROGRESO,-5.351477,-80.07145,13,45
PIURA,SULLANA,MIGUEL CHECA,LUCAS CUTIVALU,-5.136995,-80.825985,33,45
PIURA,SECHURA,BERNAL,SANTA FILOMENA,-5.442727,-80.729045,18,45
PIURA,SECHURA,SECHURA,EL SAUCE,-5.850466,-80.275436,11,44
PIURA,PIURA,PIURA,SAN FRANCISCO DE ASIS,-5.103806,-80.705372,23,41
PIURA,HUANCABAMBA,LALAQUIZ,LA TUNA,-5.210937,-79.678312,13,41
PIURA,SULLANA,MIGUEL CHECA,LA CAPILLA,-4.902047,-80.729585,9,41
PIURA,SULLANA,MIGUEL CHECA,NUEVA ESPERANZA,-4.912402,-80.797567,11,40
PIURA,SECHURA,CRISTO NOS VALGA,SAN RAMON TIZAL,-5.526693,-80.65942,1,40
PIURA,SULLANA,MARCAVELICA,CAÑAS,-4.682182,-80.754992,12,39
